CIK,CompanyName,Category,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Mean_TH,Haven_Aggressiveness
46619,Heico Corp,Manufacturing,2653.396,1018.342,309.123,47.163,154.739,12.608,70.6,0.154,1
1637459,Kraft Heinz Co,Manufacturing,103461,51683,-10305,-1016,7078,322,-1067,0.292,2
916789,Helen Of Troy Ltd,Manufacturing,1649.535,652.898,32.135,155.865,130.338,2.102,13.776,0.222,2
46765,Helmerich & Payne,Mining,6214.867,1832.132,27.436,-11.595,4857.382,6.492,-477.169,0.111,1
47111,Hershey Co,Manufacturing,7703.02,6295.754,1195.645,214.416,2130.294,13.405,239.01,0.529,3
1657853,Hertz Global Holdings Inc,Services,21382,20262,-293,36,13197,32,-30,0.25,2
717605,Hexcel Corp,Manufacturing,2824.1,1502.1,222.9,110.6,1876.5,14.9,62.5,0.188,1
354950,Home Depot Inc,Retail Trade,44003,45881,13456,1100,22375,372,3435,0,1
833795,Homefed Corp,"Finance, Insurance, And Real Estate",594.008,135.05,NA,NA,0,0,-0.554,0,1
48287,Hni Corp,Manufacturing,1401.844,838.585,NA,NA,384.933,0.936,25.399,0.231,2
48465,Hormel Foods Corp,Manufacturing,8142.292,2537.474,NA,NA,1512.6,13.492,168.702,0.308,2
48898,Hubbell Inc,Manufacturing,4872.1,3073.2,360.8,106.2,502.1,17.8,100.9,0.25,2
49196,Huntington Bancshares,"Finance, Insurance, And Real Estate",108781,97679,NA,NA,790,NA,235,0,1
315374,Hurco Cos Inc,Manufacturing,315.407,92.554,14.101,18.395,12.959,5.203,11.006,0.4,2
1093082,Huttig Building Products Inc,Wholesale Trade,278,216,NA,NA,33.3,0,-1.4,0,1
49728,Iec Electronics Corp,Manufacturing,90.448,65.072,NA,NA,20.11,0,-8.837,0,1
315858,Bbx Capital Corp,"Finance, Insurance, And Real Estate",1705.02,1055.361,NA,NA,139.628,NA,31.639,0.133,1
216228,Itt Inc,Manufacturing,3846.8,2021.9,114.4,276.6,518.8,58.2,57.7,0.225,2
52827,Rayonier Inc,"Finance, Insurance, And Real Estate",2780.666,1126.116,NA,NA,2424.078,1.914,25.236,0,1
1057877,Idacorp Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",6382.754,4006.943,NA,NA,4378.085,NA,17.386,0,1
49826,Illinois Tool Works,Manufacturing,14870,11612,1774,1620,1791,358,831,0.23,2
50172,Indiana Michigan Power Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",10222.6,7869.8,NA,NA,6611.2,NA,29.1,0,1
1466258,Ingersoll-Rand Plc,Manufacturing,17914.9,10850.1,971.6,688.7,1730.8,193.2,281.3,0,1
1481582,Ryerson Holding Corp,Wholesale Trade,2086.3,2010.4,100.6,16.1,489,3.7,10.3,0,1
353020,Aegion Corp,Construction,992.417,522.23,8.142,-5.187,107.059,6.025,-0.132,0.243,2
50725,Griffon Corp,Manufacturing,2084.89,1610.499,4.942,28.868,342.492,8.094,0.555,0.125,1
50863,Intel Corp,Manufacturing,127963,52981,14753,8564,48976,1097,2264,0.455,3
51143,Intl Business Machines Corp,Services,123382,106453,627,10715,10792,2135,2619,0.292,2
51253,Intl Flavors & Fragrances,Manufacturing,12889.395,6764.215,-99.125,546.882,1241.152,98.433,107.976,0.341,2
808450,Navistar International Corp,Manufacturing,7230,11156,246,174,1370,47,52,0.4,2
1405495,Interdigital Inc,"Finance, Insurance, And Real Estate",1626.558,688.545,NA,NA,10.051,25.187,-27.417,0,1
51434,Intl Paper Co,Manufacturing,33576,26193,1450,331,13469,165,445,0.231,2
51644,Interpublic Group Of Cos,Services,15620.3,13019.6,474,364,790.9,121.9,199.2,0.167,1
742112,Invacare Corp,Manufacturing,885.855,526.708,-72.703,38.601,74.306,12.675,9.82,0.111,1
52795,Anixter Intl Inc,Wholesale Trade,4653.1,3082.7,167.8,55.4,163.3,24.2,66.9,0.308,2
52988,Jacobs Engineering Group Inc,Construction,12645.795,6701.441,282.123,272.582,457.706,59.889,381.563,0.237,2
200406,Johnson & Johnson,Manufacturing,152954,93202,5575,12424,17035,2637,2702,0.259,2
833444,Johnson Controls Intl Plc,Manufacturing,48797,26339,773,2128,6171,605,518,0,1
319201,Kla-Tencor Corp,Manufacturing,5619.356,3998.845,716.015,739.916,286.306,41.414,653.666,0.429,3
1506307,Kinder Morgan Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",78866,43669,NA,NA,37897,NA,587,0.15,1
54381,Kaman Corp,Wholesale Trade,1460.313,827.156,101.937,-26.7,184.224,1.188,21.068,0.091,1
54480,Kansas City Southern,"Transportation, Communications, Electric, Gas, And Sanitary Services",9469.8,4337.1,366.2,520.7,6430.7,175.6,257.5,0.222,2
55067,Kellogg Co,Manufacturing,17780,14621,851,478,3731,99,181,0.352,2
55135,Kelly Services Inc  -Cl A,Services,2314.4,1154.9,53.1,-62.5,86.3,11.2,-27.1,0.2,1
719733,Key Tronic Corp,Manufacturing,246.528,128.447,-4.593,3.151,27.548,1.722,-0.117,0.25,2
55772,Kimball International  -Cl B,Manufacturing,330.168,137.144,NA,NA,84.487,0,17.886,0,1
55785,Kimberly-Clark Corp,Manufacturing,14518,14500,1606,207,7159,229,471,0.418,3
56047,Kirby Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",5871.594,2655.293,117.8,-3.641,3539.802,0.443,35.081,0.222,2
56978,Kulicke & Soffa Industries,Manufacturing,1185.74,305.533,25.211,152.338,76.067,16.98,120.744,0.6,3
57131,La-Z-Boy Inc,Manufacturing,1059.79,362.814,73.058,22.269,200.523,4.919,25.186,0.375,2
1126956,Spire Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",6843.6,4580.3,NA,NA,3970.5,NA,-26.5,0,1
707549,Lam Research Corp,Manufacturing,12479.478,5899.435,128.19,3023.599,902.547,132.566,771.108,0.455,3
57515,Lancaster Colony Corp,Manufacturing,804.491,152.209,174.203,NA,190.813,0,38.889,0,1
703604,Lawson Products,Wholesale Trade,197.142,97.969,6.839,0.024,23.548,0.257,0.649,0,1
58492,Leggett & Platt Inc,Manufacturing,3382,2224.4,149.1,235.3,728.5,55.6,78.3,0.25,2
704051,Legg Mason Inc,"Finance, Insurance, And Real Estate",7794.122,3412.207,60.001,-31.506,149.989,-11.343,20.561,0.467,3
920760,Lennar Corp,Construction,28566.181,13883.224,NA,NA,319.861,0,545.171,0.087,1
59478,Lilly (Eli) & Co,Manufacturing,43908.4,32999.3,NA,NA,8919.5,80,563.7,0.291,2
701985,L Brands Inc,Retail Trade,8090,8955,871,-14,2818,16,213,0,1
59527,Lincoln Electric Hldgs Inc,Manufacturing,2349.825,1462.233,255.088,113.572,478.801,28.894,81.667,0.324,2
59558,Lincoln National Corp,"Finance, Insurance, And Real Estate",298147,283797,NA,NA,NA,0,244,0.062,1
936468,Lockheed Martin Corp,Manufacturing,44876,43427,NA,NA,6124,67,792,0,1
60086,Loews Corp,"Finance, Insurance, And Real Estate",78316,56930,775,59,15511,13,128,0.364,2
315852,Range Resources Corp,Mining,9708.154,5648.723,-1776.97,0,9032.961,0,-30.489,0,1
1348952,Entergy Louisiana Llc,"Transportation, Communications, Electric, Gas, And Sanitary Services",19651.815,13748.897,NA,NA,14068.741,NA,-54.611,0,1
60667,Lowe's Cos Inc,Retail Trade,34508,30864,NA,NA,18432,0,1080,0,1
16099,Lubys Inc,Retail Trade,199.989,87.361,NA,NA,138.287,0.071,7.73,0,1
61004,Lgl Group Inc,Manufacturing,30.075,2.752,0.972,0.598,2.086,0.156,0.165,0.2,1
67716,Mdu Resources Group Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",6988.11,4421.335,NA,NA,4578.677,NA,47.485,0,1
68709,Mts Systems Corp,Manufacturing,1139.396,661.464,6.139,38.084,90.269,10.331,-17.105,0.222,2
61986,Manitowoc Co,Manufacturing,1541.9,940.6,-76.4,4.7,288.9,13.6,-4.8,0.32,2
101778,Marathon Oil Corp,Mining,21321,9193,642,785,16804,274,331,0.4,2
62234,Marcus Corp,Services,989.331,499.212,NA,NA,840.043,0,13.127,0,1
1070750,Host Hotels & Resorts Inc,"Finance, Insurance, And Real Estate",12090,4396,887,414,NA,37,150,0.118,1
62996,Masco Corp,Manufacturing,5393,5324,821,221,1223,74,258,0.225,2
749038,Ccur Holdings Inc,Public Administration,61.306,5.24,-18.26,10.547,0.001,0.09,-0.959,0.2,1
63276,Mattel Inc,Manufacturing,5243.465,4574,-342.643,-76.618,657.595,91.93,111.732,0.625,4
319815,Maxwell Technologies Inc,Manufacturing,163.731,73.14,-43.694,-1.844,24.377,0.405,-1.096,0.333,2
63754,Mccormick & Co Inc,Manufacturing,10256.4,7074.2,492.2,249.1,985.1,78.7,-157.3,0.25,2
708819,Mcdermott Intl Inc,Services,9440,8387,-2450,-121,2067,82,104,0.25,2
64040,S&P Global Inc,Services,9458,7154,1857,824,270,214,560,0.312,2
927653,Mckesson Corp,Wholesale Trade,59672,49992,1512,-902,2548,152,356,0.4,2
64472,Gencor Industries Inc,Manufacturing,153.023,10.844,NA,NA,7.889,0,2.325,0.5,3
1613103,Medtronic Plc,Manufacturing,89694,39482,NA,NA,4675,NA,547,0.312,2
310158,Merck & Co,Manufacturing,82637,55755,3717,4984,13291,2281,2508,0.31,2
65011,Meredith Corp,Manufacturing,6727.2,5107.1,NA,NA,483.8,0.2,-123.6,0,1
65270,Methode Electronics Inc,Manufacturing,1231.7,542,-0.6,104.2,191.9,21.5,12,0.333,2
65312,Evi Industries Inc,Wholesale Trade,95.474,38.443,NA,NA,2.983,0,2.416,0,1
65596,Siebert Financial Corp,"Finance, Insurance, And Real Estate",18.177,1.003,NA,NA,0.468,0,-4.602,0,1
723125,Micron Technology Inc,Manufacturing,43376,10112,14166,141,23672,374,168,0.714,4
202584,System Energy Resources Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",3848.814,3111.616,NA,NA,2129.081,NA,-47.675,0,1
65984,Entergy Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",48275.066,39211.359,NA,NA,31974.446,NA,-1036.826,0,1
66004,Middlesex Water Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",767.83,516.61,NA,NA,618.487,0,0.924,0.333,2
66382,Miller (Herman) Inc,Manufacturing,1569.3,829.5,NA,NA,348.6,NA,39.6,0.375,2
66570,Msa Safety Inc,Manufacturing,1608.012,968.493,85.234,77.101,157.94,23.446,37.22,0.24,2
316300,Exco Resources Inc,Mining,1032.693,2059.189,NA,NA,694.663,0,-4.518,0,1
66740,3m Co,Manufacturing,36500,26652,3487,3513,8738,763,1637,0.333,2
66756,Allete Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",5165,3009.2,NA,NA,3904.4,NA,-15.5,0,1
66901,Entergy Mississsippi,"Transportation, Communications, Electric, Gas, And Sanitary Services",3946.804,2654.578,NA,NA,3267.048,NA,-125.773,0,1
67347,Modine Manufacturing Co,Manufacturing,1538,996.9,22.4,58.4,484.7,19,-5.1,0.25,2
353569,Quidel Corp,Manufacturing,806.371,380.787,46.592,16.792,73.901,6.575,-10.799,0,1
68505,Motorola Solutions Inc,Manufacturing,9409,10685,980,122,895,88,133,0.286,2
717423,Murphy Oil Corp,Mining,11052.587,5854.945,14.907,417.431,9757.564,202.775,9.33,0.25,2
69488,Myers Industries Inc,Manufacturing,348.645,194.007,0.419,0.97,65.46,1.218,3.037,0.167,1
1623613,Mylan Nv,Manufacturing,32734.9,20567.8,-1000.5,1298.9,2170.2,271.6,-54.1,0.226,2
70858,Bank Of America Corp,"Finance, Insurance, And Real Estate",2354507,2089182,NA,NA,9906,NA,6437,0.412,3
70866,Ncr Corp,Services,7761,6489,-262,301,359,42,73,0.333,2
72162,Nl Industries,Manufacturing,547.242,243.684,NA,NA,32.026,NA,-15.361,0.2,1
704532,Nanometrics Inc,Manufacturing,375.63,62.778,52.836,14.688,47.9,5.054,9.876,0.556,3
69633,Napco Security Tech Inc,Manufacturing,73.269,9.816,NA,NA,6.791,0,0.684,0.5,3
70145,National Fuel Gas Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",6036.486,4099.156,NA,NA,4977.143,NA,-7.599,0,1
70318,Tenet Healthcare Corp,Services,22409,20302,NA,NA,6993,0,176,0.053,1
70415,Gp Strategies Corp,Services,434.738,248.169,5.577,9.186,5.859,3.285,4.927,0.296,2
275053,Natures Sunshine Prods Inc,Manufacturing,193.016,72.448,-10.069,13.269,64.061,6.371,4.402,0.484,3
356309,New Jersey Resources Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",4143.664,2724.686,NA,NA,2651.049,NA,-53.785,0.333,2
71508,Entergy New Orleans,"Transportation, Communications, Electric, Gas, And Sanitary Services",1576.588,1131.638,NA,NA,1125.352,NA,-2.436,0,1
71557,Nuvera Communications Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",160.231,85.636,NA,NA,64.508,0,3.438,0,1
71691,New York Times Co  -Cl A,Manufacturing,2197.123,1154.482,NA,NA,638.846,0.705,48.631,0.412,3
814453,Newell Brands Inc,Manufacturing,17716.4,12438.6,-8319.7,52,925.6,NA,-1478.1,0.26,2
1164727,Newmont Goldcorp Corp,Mining,20715,9203,-247,985,12258,-218,386,0.348,2
71829,Newpark Resources,Wholesale Trade,915.854,346.173,4.084,43.194,316.293,12.572,14.997,0,1
320187,Nike Inc  -Cl B,Manufacturing,23717,14677,NA,NA,4744,NA,772,0.312,2
72207,Noble Energy Inc,Mining,21010,10526,-953,1093,18419,172,126,0.231,2
72331,Nordson Corp,Manufacturing,3421.012,1970.271,192.643,255.876,386.666,63.522,71.144,0.256,2
72333,Nordstrom Inc,Retail Trade,7886,7013,792,-59,3921,0,169,0,1
702165,Norfolk Southern Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",36239,20877,NA,NA,31091,0,803,0.067,1
789933,Nacco Industries  -Cl A,Mining,376.991,126.287,45.17,-3.007,124.554,0,7.378,0,1
72741,Eversource Energy,"Transportation, Communications, Electric, Gas, And Sanitary Services",38241.256,26598.869,NA,NA,25610.428,NA,288.972,0,1
1111711,Nisource Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",21804,16053.1,NA,NA,15522.9,NA,-180,0,1
72903,Xcel Energy Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",45987,33765,NA,NA,36944,NA,181,0,1
73124,Northern Trust Corp,"Finance, Insurance, And Real Estate",132212.5,121704.2,NA,NA,428.2,NA,401.4,0.364,2
1133421,Northrop Grumman Corp,Manufacturing,37653,29466,3742,NA,6372,7,513,0,1
97216,Terex Corp,Manufacturing,3485.9,2624.9,-57,205.7,371.6,33,37.4,0.303,2
73088,Northwestern Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",5644.376,3701.994,NA,NA,4521.318,NA,-18.71,0.167,1
72971,Wells Fargo & Co,"Finance, Insurance, And Real Estate",1895883,1698817,NA,NA,17956,NA,5662,0.231,2
73309,Nucor Corp,Manufacturing,17920.588,7718.62,3160.111,69.28,5334.748,14.8,748.307,0,1
797468,Occidental Petroleum Corp,Mining,43854,22524,3431,2177,31437,1077,1477,0.351,2
350737,Ocean Bio-Chem Inc,Manufacturing,35.235,7.802,NA,NA,9.65,0,0.791,0,1
73756,Oceaneering International,Mining,2824.998,1409.7,-132.138,-53.695,964.67,16.146,26.494,0.25,2
1031296,Firstenergy Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",40063,33249,NA,NA,29911,NA,490,0,1
73986,Ohio Power,"Transportation, Communications, Electric, Gas, And Sanitary Services",7435.9,5138.5,NA,NA,6274.9,NA,24,0,1
74046,Oil Dri Corp America,Manufacturing,194.682,62.797,14.742,0.124,86.706,0.057,6.644,0.2,1
1021635,Oge Energy Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",10748.6,6743.5,NA,NA,8643.8,NA,72.2,0,1
74303,Olin Corp,Manufacturing,8997.4,6165.2,288,149.3,3482.1,48,109.4,0.357,2
712770,One Liberty Properties Inc,"Finance, Insurance, And Real Estate",780.912,482.317,NA,NA,NA,0,0,0,1
1039684,Oneok Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",18231.671,11652.128,NA,NA,14766.651,NA,362.903,0,1
75208,Overseas Shipholding Group,"Transportation, Communications, Electric, Gas, And Sanitary Services",827.73,498.262,NA,NA,597.659,0,-17.714,0,1
75252,Owens & Minor Inc,Wholesale Trade,3773.788,3255.369,-419.964,-49.231,386.723,8.925,-32.183,0.211,2
1370946,Owens Corning,Manufacturing,9771,5447,411,293,3811,19,156,0.333,2
812074,Owens-Illinois Inc,Manufacturing,9699,8799,-100,377,3085,109,108,0.258,2
75288,Oxford Industries Inc,Manufacturing,727.254,248.899,85.05,3.259,192.576,1.979,22.018,0.375,2
713676,Pnc Financial Svcs Group Inc,"Finance, Insurance, And Real Estate",382315,334545,NA,NA,5727,NA,1082,0,1
79879,Ppg Industries Inc,Manufacturing,16015,11283,571,1122,2805,297,353,0.244,2
75362,Paccar Inc,Manufacturing,25482.4,16889.5,1775.2,1035,6122.5,263,615.1,0.105,1
75594,Pacificorp,"Transportation, Communications, Electric, Gas, And Sanitary Services",22313,14468,NA,NA,19591,NA,5,0,1
708821,Par Technology Corp,Manufacturing,94.681,48.735,-9.82,-0.159,12.575,0.041,14.143,0,1
76282,Park Ohio Holdings Corp,Wholesale Trade,1208.5,895.9,35.1,36.7,219.4,9,16.6,0.2,1
76321,Parker Drilling Co,Mining,828.414,701.498,-145.954,-11.947,534.371,8.01,7.796,0.267,2
76334,Parker-Hannifin Corp,Manufacturing,15320.087,9454.594,963.843,738.434,1856.237,210.385,640.962,0.306,2
76605,Patrick Industries Inc,Manufacturing,1231.231,822.477,NA,NA,177.145,0.085,32.147,0.143,1
723531,Paychex Inc,Services,8682.5,6063,NA,NA,408.7,NA,333.6,0,1
1042046,American Financial Group Inc,"Finance, Insurance, And Real Estate",63456,58484,708,-69,NA,0,122,0.154,1
77159,Penn Virginia Corp,Mining,1068.954,621.599,NA,NA,927.994,0,0.523,0,1
922224,Ppl Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",43396,31739,NA,NA,34458,NA,458,0.167,1
77281,Pennsylvania Re Invs Trust,"Finance, Insurance, And Real Estate",2405.114,1858.563,NA,NA,NA,0,0,0.143,1
77360,Pentair Plc,Manufacturing,3806.5,1970.4,-24.6,404.4,272.6,62.3,58.1,0.349,2
77476,Pepsico Inc,Manufacturing,77648,63046,3864,5325,17589,378,-3370,0.305,2
77543,Tutor Perini Corp,Construction,4387.752,2599.863,106.222,26.391,490.669,5.55,34.832,0,1
78003,Pfizer Inc,Manufacturing,159422,95664,-4403,16288,13385,2830,706,0.299,2
1109357,Exelon Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",119666,86596,NA,NA,76707,NA,120,0.107,1
764180,Altria Group Inc,Manufacturing,55638,40810,9441,-100,1938,1,2374,0,1
1163165,Conocophillips,Mining,69980,37916,2867,7106,45698,3273,3668,0.462,3
78239,Pvh Corp,Manufacturing,11863.7,6035.7,-5.3,780.9,984.5,170.2,31,0.325,2
78460,Piedmont Natural Gas Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",6810,4719,NA,NA,5911,NA,37,0.038,1
78749,Agilysys Inc,Services,163.591,62.969,-13.621,0.678,15.838,0.514,0.221,0.5,3
1230245,Piper Jaffray Cos,"Finance, Insurance, And Real Estate",1345.269,614.853,NA,NA,32.619,0.276,19.047,0.5,3
78814,Pitney Bowes Inc,Manufacturing,5972.903,5733.431,114.982,97.379,588.213,16.224,12.383,0.222,2
1532619,Power Reit,"Finance, Insurance, And Real Estate",21.895,9.704,NA,NA,0,0,0,0,1
914025,Plantronics Inc,Manufacturing,3116.535,2394.848,-179.387,-6.305,204.826,-1.55,-50.131,0.533,3
1546296,Professional Diversity Netwk,Services,5.238,6.349,NA,NA,0.084,NA,-1.564,0.667,4
1338749,Potlatchdeltic Corp,Manufacturing,2325.852,1011.073,NA,NA,1950.743,NA,19.199,0,1
80420,Powell Industries Inc,Manufacturing,429.951,128.307,-2.103,-5.596,128.764,0.449,-0.547,0.2,1
80424,Procter & Gamble Co,Manufacturing,118310,65427,9277,4049,20600,1131,3465,0.3,2
315256,Public Service Co/N H,"Transportation, Communications, Electric, Gas, And Sanitary Services",4127.356,2824.815,NA,NA,2880.073,NA,47.576,0,1
81027,Public Service Co Of Okla,"Transportation, Communications, Electric, Gas, And Sanitary Services",4532.4,3284.4,NA,NA,3966.7,NA,5,0,1
788784,Public Service Entrp Grp Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",45326,30949,NA,NA,34363,NA,417,0.5,3
822416,Pultegroup Inc,Construction,10172.976,5355.194,NA,NA,92.935,0,325.517,0,1
81157,Pgi Inc,"Finance, Insurance, And Real Estate",0.553,91.549,NA,NA,0,NA,0,0,1
100591,Argan Inc,Services,476.648,82.276,NA,NA,19.778,NA,-4.651,0.25,2
81362,Quaker Chemical Corp,Manufacturing,709.665,273.296,27.387,55.711,83.923,12.114,25.05,0.321,2
708818,Nextgen Healthcare Inc,Services,532.895,156.949,NA,NA,21.404,0.744,4.794,0,1
720500,Amtech Systems Inc,Manufacturing,149.406,56.316,7.845,-2.32,16.452,-1.048,0.22,0.375,2
720005,Raymond James Financial Corp,"Finance, Insurance, And Real Estate",37412.924,30960.578,1261.537,43.34,486.274,14.424,453.96,0.083,1
742278,Rpc Inc,Mining,1199.58,249.161,NA,NA,517.982,6.843,45.878,0.111,1
82166,Raven Industries Inc,Manufacturing,360.245,51.288,59.774,1.796,106.615,0.735,9.697,0.5,3
1047122,Raytheon Co,Manufacturing,31864,19981,2937,210,2840,43,264,0,1
82811,Regal Beloit Corp,Manufacturing,4623.8,2285.3,121.5,170.7,615.5,37.9,56.4,0.333,2
716643,Regis Corp/Mn,Services,856.735,353.243,-10.251,6.703,105.86,1.894,-65.434,0,1
350698,Autonation Inc,Retail Trade,10665.1,7949.1,NA,NA,3155.3,0,133.5,0.05,1
84129,Rite Aid Corp,Retail Trade,7591.367,6404.677,NA,NA,1308.514,0,77.477,0.031,1
1024478,Rockwell Automation,Manufacturing,6262,4644.5,721.6,609.2,576.8,131.4,795.3,0.261,2
84748,Rogers Corp,Manufacturing,1279.344,431.02,14.381,96.208,242.759,26.604,22.938,0.25,2
84839,Rollins Inc,Services,1094.124,382.216,288.033,22.7,136.885,7.929,79.07,0.077,1
745732,Ross Stores Inc,Retail Trade,6073.691,2767.945,NA,NA,2475.201,0,463.419,0,1
85408,Rowan Companies Plc,Mining,8117.7,3082.7,-10.3,-388.7,6201,13.6,-51.6,0.294,2
